x1,y1
31,13.25
30.819,13
30.198,12
30,11.706
29.353,11
29,10.635
28.322,10
28,9.7233
27.047,9
27,8.9678
26,8.3925
25.259,8
25,7.8804
24,7.5053
23,7.1913
22.178,7
22,6.9665
21,6.8711
20,6.8751
19,6.9796
18.9,7
18,7.2759
17,7.7353
16.532,8
16,8.4544
15.45,9
15,9.6451
14.792,10
14.394,11
14.206,12
15,13
16,13
17,13
18,13
19,13
20,13
21,13
21,13
21.593,14
21.592,15
21.59,16
21.589,17
21.587,18
21,19
21,19
20,19
19,19
18,19
17,19
16,19
15,19
14,19
13,19
12,19
11,19
10,19
9.6363,20
9.6278,21
9.7684,22
10,22.98
10.006,23
10.445,24
10.926,25
11,25.122
11.611,26
12,26.502
12.419,27
13,27.584
13.424,28
14,28.477
14.607,29
15,29.23
16,29.883
16.169,30
17,30.334
18,30.7
18.822,31
