x1,y1
15.886,1
15,1.6344
14.532,2
14,2.4075
13.31,3
13,3.3058
12.336,4
12,4.3855
11.502,5
11,5.6872
10.788,6
10.209,7
10,7.4168
9.7356,8
9.3812,9
9.115,10
9,10.744
8.9638,11
8.9517,12
9,12.603
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
21,13
21.696,14
21.702,15
21.705,16
21.708,17
21.711,18
21,19
21,19
20,19
19,19
18,19
17,19
16,19
15.434,20
15.65,21
16,21.709
16.181,22
17,22.79
17.26,23
18,23.351
19,23.679
20,23.826
21,23.806
22,23.656
23,23.41
24,23.094
24.232,23
25,22.617
26,22.071
26.109,22
27,21.331
27.396,21
28,20.438
28.391,20
29,19.255
29.187,19
29.848,18
30,17.746
30.321,17
30.694,16
31,15.036
