x1,y1
21,7.4508
20.604,7
20,6.242
19.68,6
19,5.5854
18.041,5
18,4.9819
17,4.6486
16,4.3653
15,4.194
14,4.1875
13,4.3451
12,4.6775
11.295,5
11,5.2459
10.259,6
10,6.4509
9.7623,7
9.6228,8
10,9
11,9
12,9
13,9
14,9
14,9
14.812,10
14.812,11
14.809,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13.96
7.991,14
8,14.228
8.0561,15
8.4465,16
8.9651,17
9,17.043
9.9249,18
10,18.057
11,18.704
11.455,19
12,19.167
13,19.443
14,19.712
15,19.936
15.574,20
16,20.02
17,20.01
17.161,20
18,19.88
19,19.654
20,19.354
21,19.06
