x1,y1
19.719,21
20,20.868
20.423,20
20.65,19
20.791,18
20.882,17
20.938,16
20.92,15
20.812,14
20.636,13
20.408,12
20.124,11
20,10.654
19.545,10
19,9.2545
18.76,9
18,8.2893
17.61,8
17,7.6165
16,7.1375
15.555,7
15,6.8724
14,6.81
13,6.9235
12.816,7
12,7.7599
11.86,8
12,9
13,9
14,9
14,9
14.707,10
14.688,11
14.682,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8.1395,14
8.2399,15
8.5991,16
9,16.791
9.1384,17
9.9669,18
10,18.031
11,18.858
11.177,19
12,19.412
13,19.913
13.175,20
14,20.278
15,20.564
16,20.826
16.73,21
