x1,y1
21,6.3441
20.64,6
20,5.3027
19.573,5
19,4.6712
18,4.1331
17.705,4
17,3.7581
16,3.4915
15,3.3244
14,3.2948
13,3.4199
12,3.7009
11.255,4
11,4.1628
10,4.9427
9.9386,5
9.2376,6
9,6.5485
8.8482,7
8.7353,8
9,9
10,9
11,9
12,9
13,9
14,9
15,9
15,9
15.848,10
15.849,11
15.839,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7,13
6.4413,14
6.4637,15
6.6994,16
7,16.92
7.0398,17
7.747,18
8,18.311
8.6588,19
9,19.232
10,19.974
10.039,20
11,20.267
12,20.499
13,20.696
14,20.849
15,20.944
16,20.962
17,20.905
18,20.784
19,20.613
20,20.384
21,20.157
