x1,y1
21,8.7159
20.468,8
20,7.2993
19.647,7
19,6.5204
18.231,6
18,5.8756
17,5.4293
16,5.055
15.753,5
15,4.8912
14,4.8686
13,4.9788
12.915,5
12,5.4371
11.173,6
11,6.2177
10.509,7
10.269,8
11,9
12,9
13,9
14,9
14,9
14.812,10
14.812,11
14.81,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13.836
7.9623,14
8,14.903
8.0073,15
8.403,16
8.9279,17
9,17.091
9.8593,18
10,18.11
11,18.821
11.254,19
12,19.256
13,19.616
13.958,20
14,20.009
15,20.137
16,20.204
17,20.222
18,20.197
19,20.119
19.736,20
20,19.907
21,19.562
