x1,y1
18.316,21
18.832,20
19,19.65
19.252,19
19.58,18
19.884,17
20,16.501
20.073,16
20.141,15
20.131,14
20.04,13
20,12.794
19.748,12
19.328,11
19,10.356
18.761,10
18,9.0308
17.962,9
17,8.3234
16.32,8
16,7.8825
15,7.8523
14,7.9972
13.994,8
14,9
15,9
15,9
15.915,10
15.915,11
15.915,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7,13
6,13
5,13
4,13
4,13
3,12.825
2,12.909
1.8644,13
1.9298,14
2,14.266
2.661,15
3,15.334
3.2669,16
3.7178,17
4,17.489
4.1783,18
4.6869,19
5,19.449
5.2353,20
5.5606,21
