x1,y1
9.8261,1
9,1.3994
8,1.8544
7.7455,2
7,2.7485
6.7688,3
6,3.9978
5.9987,4
5.5977,5
5.2008,6
5,6.8003
4.9752,7
4.9693,8
5,8.2376
6,9
7,9
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
16,9
16.804,10
16.825,11
16.834,12
16,13
16,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7.9557,14
8,14.517
8.0647,15
8.458,16
9,16.971
9.0207,17
10,17.95
10.06,18
11,18.535
11.962,19
12,19.011
13,19.195
14,19.278
15,19.247
16,19.122
16.598,19
17,18.874
18,18.454
19,18.014
19.024,18
20,17.356
20.362,17
21,16.388
