x1,y1
21,3.9406
20,3.287
19.502,3
19,2.851
18,2.6105
17,2.3929
16,2.2329
15,2.1767
14,2.2483
13,2.4282
12,2.6723
11,2.9383
10.821,3
10,3.5801
9.4256,4
9,4.4418
8.5578,5
8,5.8675
7.9441,6
7.7063,7
7.6649,8
8,9
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.955,10
14.955,11
14.955,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13.423
7.9016,14
7.9433,15
8,15.238
8.3061,16
8.8753,17
9,17.153
9.835,18
10,18.119
11,18.724
11.515,19
12,19.114
13,19.287
14,19.395
15,19.416
16,19.348
17,19.214
18,19.033
18.134,19
19,18.575
20,18.103
20.153,18
21,17.337
