x1,y1
21,6.0656
20.933,6
20,5.0294
19.958,5
19,4.5225
18.026,4
18,3.9901
17,3.7063
16,3.4689
15,3.332
14,3.3372
13,3.4818
12,3.7519
11.309,4
11,4.1951
10,4.9364
9.9294,5
9.2186,6
9,6.4854
8.8421,7
8.765,8
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.856,10
14.857,11
14.85,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7.7824,14
7.8218,15
8,15.774
8.0848,16
8.7029,17
9,17.378
9.5917,18
10,18.306
10.96,19
11,19.015
12,19.284
13,19.547
14,19.782
15,19.942
16,19.976
17,19.874
18,19.669
19,19.415
20,19.139
20.381,19
21,18.636
