x1,y1
21,4.4484
20.442,4
20,3.6708
19,3.0857
18.831,3
18,2.7733
17,2.5163
16,2.2904
15,2.1548
14,2.1635
13,2.3146
12,2.577
11,2.8829
10.669,3
10,3.4736
9.2971,4
9,4.3201
8.4734,5
8,5.7856
7.9127,6
7.6699,7
7.6234,8
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
15,9
15.787,10
15.777,11
15.766,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7,13.972
6.9949,14
7,14.212
7.038,15
7.379,16
7.8403,17
8,17.257
8.6151,18
9,18.371
9.7263,19
10,19.132
11,19.572
11.898,20
12,20.022
13,20.151
14,20.23
15,20.257
16,20.228
17,20.146
18,20.01
18.044,20
19,19.589
20,19.198
20.415,19
21,18.586
