x1,y1
21,5.5027
20.458,5
20,4.5838
19.092,4
19,3.9537
18,3.5469
17,3.148
16.511,3
16,2.9177
15,2.8275
14,2.8255
13,2.9104
12.445,3
12,3.1495
11,3.6362
10.352,4
10,4.3051
9.3051,5
9,5.4497
8.7054,6
8.3564,7
8.2532,8
9,9
10,9
11,9
12,9
13,9
14,9
15,9
15,9
15.794,10
15.788,11
15.776,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7,13.097
6.8327,14
6.856,15
7,15.776
7.0709,16
7.6055,17
8,17.654
8.2759,18
9,18.718
9.3172,19
10,19.343
11,19.927
11.145,20
12,20.172
13,20.32
14,20.425
15,20.479
16,20.475
17,20.414
18,20.3
19,20.141
19.609,20
20,19.802
21,19.31
