x1,y1
21,1.9883
20,1.7867
19,1.6105
18,1.5054
17,1.4524
16,1.4549
15,1.5171
14,1.6329
13,1.7962
12.055,2
12,2.028
11,2.5811
10.033,3
10,3.0268
9,3.9163
8.9147,4
8.1448,5
8,5.2522
7.6973,6
7.4136,7
7.3686,8
8,9
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.955,10
14.955,11
14.955,12
14,13
14,13
13,13
12,13
11,13
10,13
9.8005,14
9.9617,15
10,15.083
10.552,16
11,16.446
11.684,17
12,17.145
13,17.461
14,17.608
15,17.578
16,17.401
17,17.127
17.339,17
18,16.662
19,16.103
19.155,16
20,15.337
20.263,15
21,14.026
