x1,y1
21,15.885
20.94,15
20.793,14
20.585,13
20.34,12
20.048,11
20,10.872
19.376,10
19,9.4723
18.546,9
18,8.4965
17.336,8
17,7.7894
16,7.3319
15,7.0037
14.96,7
14,6.9403
13.539,7
13,7.1728
12.204,8
13,9
13,9
13.876,10
13.869,11
13.861,12
13,13
13,13
12,13
11,13
10,13
9,13.352
8.8385,14
8.9259,15
9,15.216
9.3791,16
9.998,17
10,17.002
11,17.952
11.055,18
12,18.594
12.609,19
13,19.158
14,19.471
15,19.807
15.537,20
16,20.109
17,20.298
18,20.423
19,20.441
20,20.292
20.383,20
20.818,19
20.986,18
21,17.751
