x1,y1
21,3.8444
20,3.0413
19.932,3
19,2.6249
18,2.1783
17.548,2
17,1.904
16,1.7854
15,1.7225
14,1.7251
13,1.7915
12,1.9146
11.525,2
11,2.2511
10,2.7964
9.634,3
9,3.5572
8.5545,4
8,4.715
7.8252,5
7.3801,6
7.0856,7
7.0185,8
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
16,9
16.556,10
16.538,11
16.527,12
16,13
16,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7,13
6.3417,14
6.3684,15
6.616,16
6.9587,17
7,17.081
7.6492,18
8,18.435
8.5434,19
9,19.316
9.9061,20
10,20.034
11,20.286
12,20.498
13,20.66
14,20.756
15,20.774
16,20.715
17,20.593
18,20.422
19,20.213
19.787,20
20,19.875
21,19.237
