x1,y1
21,2.9738
20,2.6851
19,2.3795
18,2.1302
17.169,2
17,1.9894
16,1.982
15.649,2
15,2.0817
14,2.313
13,2.579
12,2.8462
11.485,3
11,3.3096
10,3.9462
9.9284,4
9,4.9597
8.9674,5
8.4482,6
8.0567,7
8,7.7759
7.9911,8
8,8.0398
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.799,10
14.806,11
14.809,12
14,13
14,13
13,13
12,13
11,13
10,13
9.4824,14
9.624,15
10,15.875
10.069,16
11,16.993
11.008,17
12,17.477
13,17.843
13.858,18
14,18.013
15,18.006
15.05,18
16,17.816
17,17.508
18,17.149
18.348,17
19,16.604
20,16.009
20.009,16
20.808,15
21,14.782
