x1,y1
21,1.8368
20,1.6457
19,1.4484
18,1.3241
17,1.2566
16,1.2517
15,1.3138
14,1.4364
13,1.6054
12,1.8119
11.295,2
11,2.1746
10,2.7599
9.5561,3
9,3.5149
8.5204,4
8,4.6596
7.7918,5
7.3288,6
7,6.9998
7,7
6.9761,8
7,8.1157
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
15,9
15.624,10
15.634,11
15.638,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9.6027,14
9.7677,15
10,15.515
10.277,16
11,16.748
11.299,17
12,17.338
13,17.679
14,17.832
15,17.794
16,17.601
17,17.304
17.813,17
18,16.905
19,16.298
19.452,16
20,15.574
20.444,15
21,14.331
