x1,y1
21,2.3464
20.453,2
20,1.8371
19,1.5949
18,1.4009
17,1.2458
16,1.1454
15,1.1165
14,1.1662
13,1.2873
12,1.4671
11,1.6912
10,1.9536
9.8812,2
9,2.6608
8.4924,3
8,3.5076
7.6005,4
7,4.834
6.9155,5
6.5598,6
6.2996,7
6.2769,8
7,9
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
15,9
15.915,10
15.915,11
15.915,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7.8045,14
7.8735,15
8,15.505
8.1693,16
8.7337,17
9,17.341
9.6051,18
10,18.307
10.995,19
11,19.002
12,19.324
13,19.581
14,19.715
15,19.7
16,19.548
17,19.31
18,19.042
18.125,19
19,18.538
20,18.026
20.031,18
21,17.147
