x1,y1
21,3.1704
20.732,3
20,2.7259
19,2.3808
18,2.0305
17.886,2
17,1.9055
16,1.857
15,1.8637
14,1.924
13.341,2
13,2.0987
12,2.4598
11,2.8045
10.459,3
10,3.3374
9.1234,4
9,4.132
8.3296,5
8,5.5323
7.8071,6
7.5372,7
7.4958,8
8,9
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.955,10
14.955,11
14.955,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8.4792,14
8.5673,15
8.8992,16
9,16.186
9.5899,17
10,17.391
10.724,18
11,18.146
12,18.576
13,18.908
13.531,19
14,19.032
15,19.032
15.443,19
16,18.906
17,18.613
18,18.265
18.704,18
19,17.84
20,17.25
20.296,17
21,16.345
