x1,y1
21,8.4518
20.641,8
20,7.0456
19.946,7
19,6.3022
18.551,6
18,5.7012
17,5.2172
16.424,5
16,4.8894
15,4.7322
14,4.704
13,4.8268
12.363,5
12,5.186
11,5.9174
10.911,6
10.292,7
10.051,8
11,9
12,9
13,9
14,9
14,9
14.856,10
14.859,11
14.855,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7.7028,14
7.7458,15
7.9806,16
8,16.045
8.583,17
9,17.55
9.4093,18
10,18.475
10.662,19
11,19.144
12,19.551
12.913,20
13,20.023
14,20.198
15,20.31
16,20.37
17,20.383
18,20.352
19,20.267
20,20.106
20.509,20
21,19.812
