x1,y1
21,5.6742
20.29,5
20,4.7416
19,4.1369
18.744,4
18,3.7105
17,3.35
16,3.0491
15.7,3
15,2.9459
14,2.947
13.257,3
13,3.0427
12,3.3692
11,3.8117
10.648,4
10,4.5443
9.5276,5
9,5.7463
8.8629,6
8.5305,7
8.4358,8
9,9
10,9
11,9
12,9
13,9
14,9
15,9
15,9
15.638,10
15.631,11
15.615,12
15,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7.1022,14
7.1466,15
7.4737,16
7.9072,17
8,17.148
8.7053,18
9,18.286
9.8183,19
10,19.089
11,19.507
12,19.998
12.006,20
13,20.148
14,20.25
15,20.304
16,20.306
17,20.255
18,20.152
19,20
19,20
20,19.523
21,19.137
