x1,y1
21,6.258
20.74,6
20,5.2577
19.629,5
19,4.689
18,4.2107
17.515,4
17,3.8591
16,3.6565
15,3.5398
14,3.5473
13,3.6789
12,3.9135
11.744,4
11,4.4539
10.188,5
10,5.2136
9.4488,6
9,6.9156
8.9736,7
8.908,8
9,8.5959
10,9
11,9
12,9
13,9
14,9
14,9
14.811,10
14.81,11
14.804,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8.0348,14
8.1058,15
8.5017,16
9,16.974
9.0181,17
9.9961,18
10,18.003
11,18.581
11.714,19
12,19.077
13,19.283
14,19.459
15,19.582
16,19.617
17,19.555
18,19.414
19,19.225
19.987,19
20,18.994
21,18.405
