x1,y1
19.741,21
20,20.509
20.15,20
20.372,19
20.527,18
20.638,17
20.719,16
20.735,15
20.67,14
20.53,13
20.32,12
20.043,11
20,10.878
19.42,10
19,9.4165
18.62,9
18,8.4009
17.469,8
17,7.6957
16,7.2239
15.259,7
15,6.9402
14,6.8842
13,6.9964
12.991,7
12,7.8192
11.894,8
12,9
13,9
14,9
14,9
14.835,10
14.817,11
14.808,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7.7233,14
7.7868,15
8,15.797
8.0747,16
8.6233,17
9,17.551
9.3658,18
10,18.65
10.376,19
11,19.42
11.915,20
12,20.05
13,20.496
14,20.886
14.235,21
