x1,y1
21,2.6949
20.004,2
20,1.998
19,1.732
18,1.5079
17,1.3163
16,1.1745
15,1.1026
14,1.1149
13,1.2134
12,1.3884
11,1.6191
10,1.8826
9.6486,2
9,2.5013
8.3202,3
8,3.341
7.4769,4
7,4.7075
6.8554,5
6.4837,6
6.2361,7
6.204,8
7,9
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
16,9
16.742,10
16.734,11
16.739,12
16,13
16,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7,13
6.7642,14
6.808,15
7,15.981
7.005,16
7.4949,17
8,17.848
8.1106,18
9,18.928
9.0768,19
10,19.582
10.652,20
11,20.089
12,20.286
13,20.431
14,20.509
15,20.509
16,20.437
17,20.305
18,20.126
18.537,20
19,19.769
20,19.245
20.381,19
21,18.521
