x1,y1
21,4.3755
20.469,4
20,3.7313
19,3.2649
18.39,3
18,2.9243
17,2.7897
16,2.7106
15,2.6995
14,2.7579
13,2.8751
12.25,3
12,3.106
11,3.6322
10.303,4
10,4.2577
9.2231,5
9,5.3068
8.6365,6
8.246,7
8.1725,8
9,9
10,9
11,9
12,9
13,9
14,9
14,9
14.801,10
14.797,11
14.797,12
14,13
14,13
13,13
12,13
11,13
10,13
9,13
8.4157,14
8.4914,15
8.8378,16
9,16.301
9.5278,17
10,17.437
10.684,18
11,18.161
12,18.582
13,18.938
13.282,19
14,19.057
15,19.08
16,19.044
16.456,19
17,18.87
18,18.533
19,18.18
19.444,18
20,17.665
20.906,17
21,16.921
