x1,y1
13.058,1
13,1.0061
12,1.2037
11,1.4631
10,1.7546
9.2297,2
9,2.1841
8,2.9877
7.9859,3
7.2004,4
7,4.311
6.6613,5
6.2536,6
6.0012,7
6,7.0293
5.9784,8
6,9
7,9
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
16,9
16.812,10
16.808,11
16.81,12
16,13
16,13
15,13
14,13
13,13
12,13
11,13
10,13
9,13
8,13
7,13
6.5917,14
6.6442,15
6.8607,16
7,16.397
7.2817,17
7.8984,18
8,18.126
8.8296,19
9,19.129
10,19.855
10.219,20
11,20.201
12,20.417
13,20.578
14,20.662
15,20.661
16,20.58
17,20.434
18,20.241
19,20.013
19.041,20
20,19.425
20.625,19
21,18.716
