0.38579,0.38498,0.37883,0.36135,0.33658,0.31016,0.28463,0.26183,0.24229,0.22489,0.20814,0.19145,0.17489,0.15887,0.14424,0.1319,0.12228,0.11547,0.1114,0.10998,0.1111,0.11461,0.12037,0.12829,0.13828,0.15029,0.16421,0.17998,0.19751,0.21727,0.24064
0.38223,0.38019,0.36741,0.34137,0.3122,0.2838,0.2582,0.23723,0.21955,0.20224,0.18407,0.16519,0.14627,0.1279,0.11146,0.097946,0.087665,0.080431,0.076122,0.074629,0.075754,0.079325,0.08521,0.093313,0.10354,0.11583,0.13011,0.14627,0.16389,0.18321,0.20614
0.37648,0.37054,0.34849,0.31753,0.28671,0.25974,0.23801,0.21953,0.20118,0.18165,0.1606,0.13832,0.11563,0.094552,0.076621,0.06243,0.051775,0.044573,0.040615,0.039509,0.040936,0.044665,0.050624,0.058831,0.069294,0.081954,0.09668,0.11342,0.13193,0.1519,0.17437
0.36812,0.35665,0.32716,0.29497,0.26593,0.24232,0.22278,0.20369,0.18309,0.16013,0.13493,0.10835,0.082505,0.060079,0.042305,0.029152,0.020061,0.014272,0.011102,0.010109,0.010954,0.013585,0.018308,0.02545,0.035256,0.047879,0.063137,0.080559,0.10003,0.12097,0.14411
0.35572,0.33927,0.30712,0.27585,0.24966,0.22878,0.20936,0.18841,0.16449,0.13733,0.10779,0.077864,0.051312,0.030683,0.016096,0.0064143,0.00023532,-0.0035808,-0.0058009,-0.0069036,-0.0071412,-0.0061807,-0.0035502,0.0011138,0.0081388,0.017984,0.031208,0.048077,0.068257,0.090184,0.1143
0.34087,0.32193,0.28996,0.26056,0.23726,0.21756,0.19696,0.17313,0.14518,0.11356,0.080095,0.049231,0.025344,0.0092245,-0.00067302,-0.00662,-0.010495,-0.01339,-0.015813,-0.017925,-0.019439,-0.019687,-0.018317,-0.015216,-0.010392,-0.0036163,0.0059337,0.019278,0.037669,0.059633,0.084812
0.32411,0.30601,0.27623,0.2489,0.22758,0.20777,0.18505,0.1577,0.12541,0.089754,0.054854,0.026902,0.0081858,-0.0026179,-0.0088027,-0.013011,-0.016518,-0.019882,-0.023289,-0.026662,-0.029141,-0.030166,-0.029612,-0.027413,-0.023621,-0.018357,-0.011421,-0.0020228,0.012044,0.031129,0.056204
0.30694,0.29224,0.26567,0.24036,0.21938,0.19916,0.17354,0.14234,0.1062,0.068234,0.035261,0.01202,-0.0014294,-0.0085871,-0.013191,-0.017053,-0.020962,-0.025222,-0.029775,-0.0341,-0.03705,-0.038581,-0.038826,-0.037539,-0.034559,-0.03006,-0.02415,-0.01669,-0.0064647,0.0080512,0.030923
0.29285,0.28083,0.25738,0.23412,0.21244,0.19161,0.16289,0.12814,0.089605,0.051418,0.021923,0.003214,-0.0064536,-0.011843,-0.015917,-0.019974,-0.024572,-0.029849,-0.035429,-0.039926,-0.042832,-0.044788,-0.046128,-0.046007,-0.043915,-0.040079,-0.034777,-0.028175,-0.019757,-0.0086004,0.010729
0.28424,0.27271,0.25129,0.22953,0.20728,0.18487,0.15413,0.11649,0.077094,0.039797,0.013705,-0.0016027,-0.0090812,-0.013653,-0.01763,-0.022056,-0.0274,-0.03353,-0.03943,-0.0435,-0.046436,-0.04912,-0.051747,-0.052743,-0.051596,-0.048559,-0.043883,-0.037903,-0.030409,-0.020899,-0.0070846
