x1,y1
1,19.112
2,19.112
3,19.058
3.3207,19
4,18.846
5,18.481
5.9232,18
6,17.944
6.6092,17
6.8928,16
6.9683,15
6.9618,14
7,13
7,13
8,13
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
23,13
24,13
25,13
25,13
25,14
25,15
25,16
25,17
26,17.378
26.216,17
26.808,16
27,15.593
27.214,15
27.493,14
27.679,13
27.798,12
27.774,11
27.632,10
27.408,9
27.121,8
27,7.6287
26.886,7
26.683,6
26.423,5
26.07,4
26,3.8274
25.768,3
25.384,2
25,1.0821
24.981,1
